cycle,branch,forecastdate,district,component_no,component_name,component_impact,component_narrative,genre,candidateA,candidateB,shortnmA,shortnmB,timestamp
2020,House,11/3/20,CT-3,3,Incumbent's margin in last election,4.290226,DeLauro won by 29.2 percentage points in 2018.,DR,Rosa L. DeLauro,Margaret Streicker,DeLauro,Streicker,00:19:54  3 Nov 2020
2020,House,11/3/20,CT-3,2,District partisanship,4.22215,"CT-3 is 14.2 percentage points more Democratic-leaning than the country overall, based on how it has voted in recent presidential and state legislative elections. It voted for Clinton in 2016 and Obama in 2012. Connecticut has been considerably more Republican in state legislative elections than in presidential elections.",DR,Rosa L. DeLauro,Margaret Streicker,DeLauro,Streicker,00:19:54  3 Nov 2020
2020,House,11/3/20,CT-3,11,Total,25.08816,"",DR,Rosa L. DeLauro,Margaret Streicker,DeLauro,Streicker,00:19:54  3 Nov 2020
2020,House,11/3/20,CT-3,1,Incumbency,10.21924,"DeLauro has been elected to 15 terms. Congress has only a 21.1% approval rating, reducing the incumbency advantage. The incumbency advantage is larger in states and districts with distinctive demographic patterns. CT-3 has somewhat distinctive demographics, so the incumbency advantage will be about average there.",DR,Rosa L. DeLauro,Margaret Streicker,DeLauro,Streicker,00:19:54  3 Nov 2020
2020,House,11/3/20,CT-2,8,Scandals,0,Neither candidate is involved in a scandal.,DR,Joe Courtney,Justin Anderson,Courtney,Anderson,00:19:54  3 Nov 2020
2020,House,11/3/20,CT-2,7,Challenger experience,0,Anderson has never held elected office.,DR,Joe Courtney,Justin Anderson,Courtney,Anderson,00:19:54  3 Nov 2020
2020,House,11/3/20,CT-2,6,Incumbent's voting record in Congress,-1.843864,"Courtney has voted with Democrats 93% of the time in roll-call votes in recent sessions of Congress. Candidates who vote with their party very frequently tend to underperform at the ballot booth, other factors held equal.",DR,Joe Courtney,Justin Anderson,Courtney,Anderson,00:19:54  3 Nov 2020
2020,House,11/3/20,CT-2,5,Fundraising,7.404734,"As of Oct. 14, Courtney had raised $357,000 in individual contributions (94% of all such contributions to the major-party candidates); Anderson had raised $23,000 (6%).",DR,Joe Courtney,Justin Anderson,Courtney,Anderson,00:19:54  3 Nov 2020
2020,House,11/3/20,CT-2,4,Generic ballot,3.635859,Democrats lead by an average of 7.3 percentage points in polls of the generic congressional ballot.,DR,Joe Courtney,Justin Anderson,Courtney,Anderson,00:19:54  3 Nov 2020
2020,House,11/3/20,CT-2,3,Incumbent's margin in last election,3.753182,Courtney won by 26.7 percentage points in 2018.,DR,Joe Courtney,Justin Anderson,Courtney,Anderson,00:19:54  3 Nov 2020
2020,House,11/3/20,CT-2,2,District partisanship,.4263126,"CT-2 is 1.4 percentage points more Democratic-leaning than the country overall, based on how it has voted in recent presidential and state legislative elections. It voted for Clinton in 2016 and Obama in 2012. Connecticut has been considerably more Republican in state legislative elections than in presidential elections.",DR,Joe Courtney,Justin Anderson,Courtney,Anderson,00:19:54  3 Nov 2020
2020,House,11/3/20,CT-2,11,Total,23.49869,"",DR,Joe Courtney,Justin Anderson,Courtney,Anderson,00:19:54  3 Nov 2020
2020,House,11/3/20,CT-2,1,Incumbency,10.12247,"Courtney has been elected to 7 terms. Congress has only a 21.1% approval rating, reducing the incumbency advantage. The incumbency advantage is larger in states and districts with distinctive demographic patterns. CT-2 has nationally representative demographics, so incumbency won't help Courtney as much there.",DR,Joe Courtney,Justin Anderson,Courtney,Anderson,00:19:54  3 Nov 2020
2020,House,11/3/20,CT-1,8,Scandals,0,Neither candidate is involved in a scandal.,DR,John B. Larson,Mary Fay,Larson,Fay,00:19:54  3 Nov 2020
2020,House,11/3/20,CT-1,7,Challenger experience,-3.140701,"Fay has held elected office before. (So has Larson, but this is accounted for in our incumbency calculation.)",DR,John B. Larson,Mary Fay,Larson,Fay,00:19:54  3 Nov 2020
2020,House,11/3/20,CT-1,6,Incumbent's voting record in Congress,-2.110473,"Larson has voted with Democrats 93% of the time in roll-call votes in recent sessions of Congress. Candidates who vote with their party very frequently tend to underperform at the ballot booth, other factors held equal.",DR,John B. Larson,Mary Fay,Larson,Fay,00:19:54  3 Nov 2020
2020,House,11/3/20,CT-1,5,Fundraising,7.769224,"As of Oct. 14, Larson had raised $249,000 in individual contributions (91% of all such contributions to the major-party candidates); Fay had raised $25,000 (9%).",DR,John B. Larson,Mary Fay,Larson,Fay,00:19:54  3 Nov 2020
2020,House,11/3/20,CT-1,4,Generic ballot,4.056414,Democrats lead by an average of 7.3 percentage points in polls of the generic congressional ballot.,DR,John B. Larson,Mary Fay,Larson,Fay,00:19:54  3 Nov 2020
2020,House,11/3/20,CT-1,3,Incumbent's margin in last election,4.690718,Larson won by 28.8 percentage points in 2018.,DR,John B. Larson,Mary Fay,Larson,Fay,00:19:54  3 Nov 2020
2020,House,11/3/20,CT-1,2,District partisanship,6.578921,"CT-1 is 19.7 percentage points more Democratic-leaning than the country overall, based on how it has voted in recent presidential and state legislative elections. It voted for Clinton in 2016 and Obama in 2012. Connecticut has been considerably more Republican in state legislative elections than in presidential elections.",DR,John B. Larson,Mary Fay,Larson,Fay,00:19:54  3 Nov 2020
2020,House,11/3/20,CT-1,11,Total,29.24528,"",DR,John B. Larson,Mary Fay,Larson,Fay,00:19:54  3 Nov 2020
2020,House,11/3/20,CT-1,1,Incumbency,11.40118,"Larson has been elected to 11 terms. Congress has only a 21.1% approval rating, reducing the incumbency advantage. The incumbency advantage is larger in states and districts with distinctive demographic patterns. CT-1 has somewhat distinctive demographics, so the incumbency advantage will be about average there.",DR,John B. Larson,Mary Fay,Larson,Fay,00:19:54  3 Nov 2020
2020,House,11/3/20,CO-7,8,Scandals,0,Neither candidate is involved in a scandal.,DR,Ed Perlmutter,Casper Stockham,Perlmutter,Stockham,00:19:54  3 Nov 2020
2020,House,11/3/20,CO-7,7,Challenger experience,0,Stockham has never held elected office.,DR,Ed Perlmutter,Casper Stockham,Perlmutter,Stockham,00:19:54  3 Nov 2020
2020,House,11/3/20,CO-7,6,Incumbent's voting record in Congress,-1.611111,"Perlmutter has voted with Democrats 91% of the time in roll-call votes in recent sessions of Congress. Candidates who vote with their party very frequently tend to underperform at the ballot booth, other factors held equal.",DR,Ed Perlmutter,Casper Stockham,Perlmutter,Stockham,00:19:54  3 Nov 2020
2020,House,11/3/20,CO-7,5,Fundraising,5.733751,"As of Oct. 14, Perlmutter had raised $532,000 in individual contributions (84% of all such contributions to the major-party candidates); Stockham had raised $104,000 (16%).",DR,Ed Perlmutter,Casper Stockham,Perlmutter,Stockham,00:19:54  3 Nov 2020
2020,House,11/3/20,CO-7,4,Generic ballot,3.505248,Democrats lead by an average of 7.3 percentage points in polls of the generic congressional ballot.,DR,Ed Perlmutter,Casper Stockham,Perlmutter,Stockham,00:19:54  3 Nov 2020
2020,House,11/3/20,CO-7,3,Incumbent's margin in last election,3.269007,Perlmutter won by 25.0 percentage points in 2018.,DR,Ed Perlmutter,Casper Stockham,Perlmutter,Stockham,00:19:54  3 Nov 2020
2020,House,11/3/20,CO-7,2,District partisanship,2.200779,"CO-7 is 7.7 percentage points more Democratic-leaning than the country overall, based on how it has voted in recent presidential and state legislative elections. It voted for Clinton in 2016 and Obama in 2012. Colorado has been considerably more Republican in state legislative elections than in presidential elections.",DR,Ed Perlmutter,Casper Stockham,Perlmutter,Stockham,00:19:54  3 Nov 2020
2020,House,11/3/20,CO-7,11,Total,22.99023,"",DR,Ed Perlmutter,Casper Stockham,Perlmutter,Stockham,00:19:54  3 Nov 2020
2020,House,11/3/20,CO-7,1,Incumbency,9.892558,"Perlmutter has been elected to 7 terms. Congress has only a 21.1% approval rating, reducing the incumbency advantage. The incumbency advantage is larger in states and districts with distinctive demographic patterns. CO-7 has somewhat distinctive demographics, so the incumbency advantage will be about average there.",DR,Ed Perlmutter,Casper Stockham,Perlmutter,Stockham,00:19:54  3 Nov 2020
2020,House,11/3/20,CO-6,8,Scandals,0,Neither candidate is involved in a scandal.,DR,Jason Crow,Steve House,Crow,House,00:19:54  3 Nov 2020
2020,House,11/3/20,CO-6,7,Challenger experience,0,House has never held elected office.,DR,Jason Crow,Steve House,Crow,House,00:19:54  3 Nov 2020
2020,House,11/3/20,CO-6,6,Incumbent's voting record in Congress,-1.701238,"Crow has voted with Democrats 94% of the time in roll-call votes in recent sessions of Congress. Candidates who vote with their party very frequently tend to underperform at the ballot booth, other factors held equal.",DR,Jason Crow,Steve House,Crow,House,00:19:54  3 Nov 2020
2020,House,11/3/20,CO-6,5,Fundraising,4.241346,"As of Oct. 14, Crow had raised $3,083,000 in individual contributions (77% of all such contributions to the major-party candidates); House had raised $920,000 (23%).",DR,Jason Crow,Steve House,Crow,House,00:19:54  3 Nov 2020
2020,House,11/3/20,CO-6,4,Generic ballot,3.088713,Democrats lead by an average of 7.3 percentage points in polls of the generic congressional ballot.,DR,Jason Crow,Steve House,Crow,House,00:19:54  3 Nov 2020
2020,House,11/3/20,CO-6,3,Incumbent's margin in last election,1.354653,"Crow won by 11.2 percentage points in 2018, defeating an incumbent.",DR,Jason Crow,Steve House,Crow,House,00:19:54  3 Nov 2020
2020,House,11/3/20,CO-6,2,District partisanship,.6045899,"CO-6 is 2.4 percentage points more Democratic-leaning than the country overall, based on how it has voted in recent presidential and state legislative elections. It voted for Clinton in 2016 and Obama in 2012. Colorado has been considerably more Republican in state legislative elections than in presidential elections.",DR,Jason Crow,Steve House,Crow,House,00:19:54  3 Nov 2020
2020,House,11/3/20,CO-6,11,Total,16.30993,"",DR,Jason Crow,Steve House,Crow,House,00:19:54  3 Nov 2020
2020,House,11/3/20,CO-6,1,Incumbency,8.721865,"Crow has been elected to 1 term. Congress has only a 21.1% approval rating, reducing the incumbency advantage. The incumbency advantage is larger in states and districts with distinctive demographic patterns. CO-6 has somewhat distinctive demographics, so the incumbency advantage will be about average there.",DR,Jason Crow,Steve House,Crow,House,00:19:54  3 Nov 2020
2020,House,11/3/20,CO-5,8,Scandals,0,Neither candidate is involved in a scandal.,DR,Jillian Freeland,Doug Lamborn,Freeland,Lamborn,00:19:54  3 Nov 2020
2020,House,11/3/20,CO-5,7,Challenger experience,0,Freeland has never held elected office.,DR,Jillian Freeland,Doug Lamborn,Freeland,Lamborn,00:19:54  3 Nov 2020
2020,House,11/3/20,CO-5,6,Incumbent's voting record in Congress,.3347759,Lamborn has voted with Republicans 83% of the time in roll-call votes in recent sessions of Congress.,DR,Jillian Freeland,Doug Lamborn,Freeland,Lamborn,00:19:54  3 Nov 2020
2020,House,11/3/20,CO-5,5,Fundraising,-8.170424,"As of Oct. 14, Lamborn had raised $155,000 in individual contributions (54% of all such contributions to the major-party candidates); Freeland had raised $130,000 (46%).",DR,Jillian Freeland,Doug Lamborn,Freeland,Lamborn,00:19:54  3 Nov 2020
2020,House,11/3/20,CO-5,4,Generic ballot,2.143206,Democrats lead by an average of 7.3 percentage points in polls of the generic congressional ballot.,DR,Jillian Freeland,Doug Lamborn,Freeland,Lamborn,00:19:54  3 Nov 2020
2020,House,11/3/20,CO-5,3,Incumbent's margin in last election,-3.253605,Lamborn won by 17.7 percentage points in 2018.,DR,Jillian Freeland,Doug Lamborn,Freeland,Lamborn,00:19:54  3 Nov 2020
2020,House,11/3/20,CO-5,2,District partisanship,-5.002843,"CO-5 is 28.0 percentage points more Republican-leaning than the country overall, based on how it has voted in recent presidential and state legislative elections. It voted for Trump in 2016 and Romney in 2012. Colorado has been considerably more Republican in state legislative elections than in presidential elections.",DR,Jillian Freeland,Doug Lamborn,Freeland,Lamborn,00:19:54  3 Nov 2020
2020,House,11/3/20,CO-5,11,Total,-19.93584,"",DR,Jillian Freeland,Doug Lamborn,Freeland,Lamborn,00:19:54  3 Nov 2020
2020,House,11/3/20,CO-5,1,Incumbency,-5.986949,"Lamborn has been elected to 7 terms. Congress has only a 21.1% approval rating, reducing the incumbency advantage. The incumbency advantage is larger in states and districts with distinctive demographic patterns. CO-5 has somewhat distinctive demographics, so the incumbency advantage will be about average there.",DR,Jillian Freeland,Doug Lamborn,Freeland,Lamborn,00:19:54  3 Nov 2020
2020,House,11/3/20,CO-4,8,Scandals,0,Neither candidate is involved in a scandal.,DR,Ike McCorkle,Ken Buck,McCorkle,Buck,00:19:54  3 Nov 2020
2020,House,11/3/20,CO-4,7,Challenger experience,0,McCorkle has never held elected office.,DR,Ike McCorkle,Ken Buck,McCorkle,Buck,00:19:54  3 Nov 2020
2020,House,11/3/20,CO-4,6,Incumbent's voting record in Congress,.2724779,Buck has voted with Republicans 83% of the time in roll-call votes in recent sessions of Congress.,DR,Ike McCorkle,Ken Buck,McCorkle,Buck,00:19:54  3 Nov 2020
2020,House,11/3/20,CO-4,5,Fundraising,-4.835584,"As of Oct. 14, McCorkle had raised $318,000 in individual contributions (73% of all such contributions to the major-party candidates); Buck had raised $115,000 (27%).",DR,Ike McCorkle,Ken Buck,McCorkle,Buck,00:19:54  3 Nov 2020
2020,House,11/3/20,CO-4,4,Generic ballot,1.782016,Democrats lead by an average of 7.3 percentage points in polls of the generic congressional ballot.,DR,Ike McCorkle,Ken Buck,McCorkle,Buck,00:19:54  3 Nov 2020
2020,House,11/3/20,CO-4,3,Incumbent's margin in last election,-3.089658,Buck won by 21.2 percentage points in 2018.,DR,Ike McCorkle,Ken Buck,McCorkle,Buck,00:19:54  3 Nov 2020
2020,House,11/3/20,CO-4,2,District partisanship,-3.989574,"CO-4 is 26.9 percentage points more Republican-leaning than the country overall, based on how it has voted in recent presidential and state legislative elections. It voted for Trump in 2016 and Romney in 2012. Colorado has been considerably more Republican in state legislative elections than in presidential elections.",DR,Ike McCorkle,Ken Buck,McCorkle,Buck,00:19:54  3 Nov 2020
2020,House,11/3/20,CO-4,11,Total,-14.8903,"",DR,Ike McCorkle,Ken Buck,McCorkle,Buck,00:19:54  3 Nov 2020
2020,House,11/3/20,CO-4,1,Incumbency,-5.029974,"Buck has been elected to 3 terms. Congress has only a 21.1% approval rating, reducing the incumbency advantage. The incumbency advantage is larger in states and districts with distinctive demographic patterns. CO-4 has somewhat distinctive demographics, so the incumbency advantage will be about average there.",DR,Ike McCorkle,Ken Buck,McCorkle,Buck,00:19:54  3 Nov 2020
2020,House,11/3/20,CO-3,8,Scandals,8.144231,Boebert is involved in a scandal that developed since the last election for this seat.,DR,Diane E. Mitsch Bush,Lauren Boebert,Mitsch Bush,Boebert,00:19:54  3 Nov 2020
2020,House,11/3/20,CO-3,7,Candidate experience,.2269981,Mitsch Bush has held elected office before but Boebert hasn't.,DR,Diane E. Mitsch Bush,Lauren Boebert,Mitsch Bush,Boebert,00:19:54  3 Nov 2020
2020,House,11/3/20,CO-3,5,Fundraising,2.727163,"As of Oct. 14, Mitsch Bush had raised $3,992,000 in individual contributions (65% of all such contributions to the major-party candidates); Boebert had raised $2,119,000 (35%).",DR,Diane E. Mitsch Bush,Lauren Boebert,Mitsch Bush,Boebert,00:19:54  3 Nov 2020
2020,House,11/3/20,CO-3,4,Generic ballot,5.861811,Democrats lead by an average of 7.3 percentage points in polls of the generic congressional ballot.,DR,Diane E. Mitsch Bush,Lauren Boebert,Mitsch Bush,Boebert,00:19:54  3 Nov 2020
2020,House,11/3/20,CO-3,2,District partisanship,-12.70855,"CO-3 is 15.2 percentage points more Republican-leaning than the country overall, based on how it has voted in recent presidential and state legislative elections. It voted for Trump in 2016 and Romney in 2012. Colorado has been considerably more Republican in state legislative elections than in presidential elections.",DR,Diane E. Mitsch Bush,Lauren Boebert,Mitsch Bush,Boebert,00:19:54  3 Nov 2020
2020,House,11/3/20,CO-3,11,Total,4.251657,"",DR,Diane E. Mitsch Bush,Lauren Boebert,Mitsch Bush,Boebert,00:19:54  3 Nov 2020
2020,House,11/3/20,CO-2,8,Scandals,0,Neither candidate is involved in a scandal.,DR,Joe Neguse,Charlie Winn,Neguse,Winn,00:19:54  3 Nov 2020
2020,House,11/3/20,CO-2,7,Challenger experience,0,Winn has never held elected office.,DR,Joe Neguse,Charlie Winn,Neguse,Winn,00:19:54  3 Nov 2020
2020,House,11/3/20,CO-2,6,Incumbent's voting record in Congress,-2.709147,"Neguse has voted with Democrats 98% of the time in roll-call votes in recent sessions of Congress. Candidates who vote with their party very frequently tend to underperform at the ballot booth, other factors held equal.",DR,Joe Neguse,Charlie Winn,Neguse,Winn,00:19:54  3 Nov 2020
2020,House,11/3/20,CO-2,5,Fundraising,7.917444,"As of Oct. 14, Neguse had raised $847,000 in individual contributions (96% of all such contributions to the major-party candidates); Winn had raised $37,000 (4%).",DR,Joe Neguse,Charlie Winn,Neguse,Winn,00:19:54  3 Nov 2020
2020,House,11/3/20,CO-2,4,Generic ballot,3.743693,Democrats lead by an average of 7.3 percentage points in polls of the generic congressional ballot.,DR,Joe Neguse,Charlie Winn,Neguse,Winn,00:19:54  3 Nov 2020
2020,House,11/3/20,CO-2,3,Incumbent's margin in last election,4.644678,Neguse won by 26.6 percentage points in 2018 in an open-seat race.,DR,Joe Neguse,Charlie Winn,Neguse,Winn,00:19:54  3 Nov 2020
2020,House,11/3/20,CO-2,2,District partisanship,4.639585,"CO-2 is 15.2 percentage points more Democratic-leaning than the country overall, based on how it has voted in recent presidential and state legislative elections. It voted for Clinton in 2016 and Obama in 2012. Colorado has been considerably more Republican in state legislative elections than in presidential elections.",DR,Joe Neguse,Charlie Winn,Neguse,Winn,00:19:54  3 Nov 2020
2020,House,11/3/20,CO-2,11,Total,29.13244,"",DR,Joe Neguse,Charlie Winn,Neguse,Winn,00:19:54  3 Nov 2020
2020,House,11/3/20,CO-2,1,Incumbency,10.89619,"Neguse has been elected to 1 term. Congress has only a 21.1% approval rating, reducing the incumbency advantage. The incumbency advantage is larger in states and districts with distinctive demographic patterns. CO-2 has somewhat distinctive demographics, so the incumbency advantage will be about average there.",DR,Joe Neguse,Charlie Winn,Neguse,Winn,00:19:54  3 Nov 2020
2020,House,11/3/20,CO-1,8,Scandals,0,Neither candidate is involved in a scandal.,DR,Diana DeGette,Shane Bolling,DeGette,Bolling,00:19:54  3 Nov 2020
2020,House,11/3/20,CO-1,7,Challenger experience,0,Bolling has never held elected office.,DR,Diana DeGette,Shane Bolling,DeGette,Bolling,00:19:54  3 Nov 2020
2020,House,11/3/20,CO-1,6,Incumbent's voting record in Congress,-2.299702,"DeGette has voted with Democrats 94% of the time in roll-call votes in recent sessions of Congress. Candidates who vote with their party very frequently tend to underperform at the ballot booth, other factors held equal.",DR,Diana DeGette,Shane Bolling,DeGette,Bolling,00:19:54  3 Nov 2020
2020,House,11/3/20,CO-1,5,Fundraising,9.270263,"As of Oct. 14, DeGette had raised $549,000 in individual contributions (100% of all such contributions to the major-party candidates); Bolling had raised $0 (0%).",DR,Diana DeGette,Shane Bolling,DeGette,Bolling,00:19:54  3 Nov 2020
2020,House,11/3/20,CO-1,4,Generic ballot,4.066681,Democrats lead by an average of 7.3 percentage points in polls of the generic congressional ballot.,DR,Diana DeGette,Shane Bolling,DeGette,Bolling,00:19:54  3 Nov 2020
2020,House,11/3/20,CO-1,3,Incumbent's margin in last election,10.30335,DeGette won by 50.8 percentage points in 2018.,DR,Diana DeGette,Shane Bolling,DeGette,Bolling,00:19:54  3 Nov 2020
2020,House,11/3/20,CO-1,2,District partisanship,13.59456,"CO-1 is 39.0 percentage points more Democratic-leaning than the country overall, based on how it has voted in recent presidential and state legislative elections. It voted for Clinton in 2016 and Obama in 2012. Colorado has been considerably more Republican in state legislative elections than in presidential elections.",DR,Diana DeGette,Shane Bolling,DeGette,Bolling,00:19:54  3 Nov 2020
2020,House,11/3/20,CO-1,11,Total,46.9531,"",DR,Diana DeGette,Shane Bolling,DeGette,Bolling,00:19:54  3 Nov 2020
2020,House,11/3/20,CO-1,1,Incumbency,12.01795,"DeGette has been elected to 12 terms. Congress has only a 21.1% approval rating, reducing the incumbency advantage. The incumbency advantage is larger in states and districts with distinctive demographic patterns. CO-1 has somewhat distinctive demographics, so the incumbency advantage will be about average there.",DR,Diana DeGette,Shane Bolling,DeGette,Bolling,00:19:54  3 Nov 2020
2020,House,11/3/20,CA-9,9,Top-two primary margin,7.349534,"Democrats won the aggregate vote by 14.1 percentage points in the June primary. However, turnout patterns can differ in the general election, so the model compares the primary result to others in California. On that basis, it treats the primary result as equivalent to a 18.2-point win for Democrats.",DR,Jerry McNerney,Tony Amador,McNerney,Amador,00:19:54  3 Nov 2020
2020,House,11/3/20,CA-9,8,Scandals,0,Neither candidate is involved in a scandal.,DR,Jerry McNerney,Tony Amador,McNerney,Amador,00:19:54  3 Nov 2020
2020,House,11/3/20,CA-9,7,Challenger experience,0,Amador has never held elected office.,DR,Jerry McNerney,Tony Amador,McNerney,Amador,00:19:54  3 Nov 2020
2020,House,11/3/20,CA-9,6,Incumbent's voting record in Congress,-1.131578,"McNerney has voted with Democrats 93% of the time in roll-call votes in recent sessions of Congress. Candidates who vote with their party very frequently tend to underperform at the ballot booth, other factors held equal.",DR,Jerry McNerney,Tony Amador,McNerney,Amador,00:19:54  3 Nov 2020
2020,House,11/3/20,CA-9,5,Fundraising,4.640863,"As of Oct. 14, McNerney had raised $666,000 in individual contributions (95% of all such contributions to the major-party candidates); Amador had raised $34,000 (5%).",DR,Jerry McNerney,Tony Amador,McNerney,Amador,00:19:54  3 Nov 2020
2020,House,11/3/20,CA-9,4,Generic ballot,2.22309,Democrats lead by an average of 7.3 percentage points in polls of the generic congressional ballot.,DR,Jerry McNerney,Tony Amador,McNerney,Amador,00:19:54  3 Nov 2020
2020,House,11/3/20,CA-9,3,Incumbent's margin in last election,.5493435,McNerney won by 13.0 percentage points in 2018.,DR,Jerry McNerney,Tony Amador,McNerney,Amador,00:19:54  3 Nov 2020
2020,House,11/3/20,CA-9,2,District partisanship,2.44551,"CA-9 is 13.5 percentage points more Democratic-leaning than the country overall, based on how it has voted in recent presidential and state legislative elections. It voted for Clinton in 2016 and Obama in 2012. California has been considerably more Republican in state legislative elections than in presidential elections.",DR,Jerry McNerney,Tony Amador,McNerney,Amador,00:19:54  3 Nov 2020
2020,House,11/3/20,CA-9,11,Total,22.53696,"",DR,Jerry McNerney,Tony Amador,McNerney,Amador,00:19:54  3 Nov 2020
2020,House,11/3/20,CA-9,1,Incumbency,6.4602,"McNerney has been elected to 7 terms. Congress has only a 21.1% approval rating, reducing the incumbency advantage. The incumbency advantage is larger in states and districts with distinctive demographic patterns. CA-9 has somewhat distinctive demographics, so the incumbency advantage will be about average there.",DR,Jerry McNerney,Tony Amador,McNerney,Amador,00:19:54  3 Nov 2020
2020,House,11/3/20,CA-8,9,Top-two primary margin,-7.19867,"Republicans won the aggregate vote by 21.9 percentage points in the June primary. However, turnout patterns can differ in the general election, so the model compares the primary result to others in California. On that basis, it treats the primary result as equivalent to a 17.8-point win for Republicans.",DR,Christine Bubser,Jay Obernolte,Bubser,Obernolte,00:19:54  3 Nov 2020
2020,House,11/3/20,CA-8,8,Scandals,0,Neither candidate is involved in a scandal.,DR,Christine Bubser,Jay Obernolte,Bubser,Obernolte,00:19:54  3 Nov 2020
2020,House,11/3/20,CA-8,7,Candidate experience,-.1423389,Obernolte has held elected office before but Bubser hasn't.,DR,Christine Bubser,Jay Obernolte,Bubser,Obernolte,00:19:54  3 Nov 2020
2020,House,11/3/20,CA-8,5,Fundraising,3.32368,"As of Oct. 14, Bubser had raised $1,384,000 in individual contributions (80% of all such contributions to the major-party candidates); Obernolte had raised $351,000 (20%).",DR,Christine Bubser,Jay Obernolte,Bubser,Obernolte,00:19:54  3 Nov 2020
2020,House,11/3/20,CA-8,4,Generic ballot,3.675642,Democrats lead by an average of 7.3 percentage points in polls of the generic congressional ballot.,DR,Christine Bubser,Jay Obernolte,Bubser,Obernolte,00:19:54  3 Nov 2020
2020,House,11/3/20,CA-8,2,District partisanship,-10.28585,"CA-8 is 19.5 percentage points more Republican-leaning than the country overall, based on how it has voted in recent presidential and state legislative elections. It voted for Trump in 2016 and Romney in 2012. California has been considerably more Republican in state legislative elections than in presidential elections.",DR,Christine Bubser,Jay Obernolte,Bubser,Obernolte,00:19:54  3 Nov 2020
2020,House,11/3/20,CA-8,11,Total,-10.62754,"",DR,Christine Bubser,Jay Obernolte,Bubser,Obernolte,00:19:54  3 Nov 2020
2020,House,11/3/20,CA-7,9,Top-two primary margin,8.648333,"Democrats won the aggregate vote by 17.3 percentage points in the June primary. However, turnout patterns can differ in the general election, so the model compares the primary result to others in California. On that basis, it treats the primary result as equivalent to a 21.4-point win for Democrats.",DR,Ami Bera,Buzz Patterson,Bera,Patterson,00:19:54  3 Nov 2020
2020,House,11/3/20,CA-7,8,Scandals,0,Neither candidate is involved in a scandal.,DR,Ami Bera,Buzz Patterson,Bera,Patterson,00:19:54  3 Nov 2020
2020,House,11/3/20,CA-7,7,Challenger experience,0,Patterson has never held elected office.,DR,Ami Bera,Buzz Patterson,Bera,Patterson,00:19:54  3 Nov 2020
2020,House,11/3/20,CA-7,6,Incumbent's voting record in Congress,-.8757366,"Bera has voted with Democrats 90% of the time in roll-call votes in recent sessions of Congress. Candidates who vote with their party very frequently tend to underperform at the ballot booth, other factors held equal.",DR,Ami Bera,Buzz Patterson,Bera,Patterson,00:19:54  3 Nov 2020
2020,House,11/3/20,CA-7,5,Fundraising,4.371432,"As of Oct. 14, Bera had raised $933,000 in individual contributions (96% of all such contributions to the major-party candidates); Patterson had raised $41,000 (4%).",DR,Ami Bera,Buzz Patterson,Bera,Patterson,00:19:54  3 Nov 2020
2020,House,11/3/20,CA-7,4,Generic ballot,2.06995,Democrats lead by an average of 7.3 percentage points in polls of the generic congressional ballot.,DR,Ami Bera,Buzz Patterson,Bera,Patterson,00:19:54  3 Nov 2020
2020,House,11/3/20,CA-7,3,Incumbent's margin in last election,.1737806,Bera won by 10.1 percentage points in 2018.,DR,Ami Bera,Buzz Patterson,Bera,Patterson,00:19:54  3 Nov 2020
2020,House,11/3/20,CA-7,2,District partisanship,.687158,"CA-7 is 4.1 percentage points more Democratic-leaning than the country overall, based on how it has voted in recent presidential and state legislative elections. It voted for Clinton in 2016 and Obama in 2012. California has been considerably more Republican in state legislative elections than in presidential elections.",DR,Ami Bera,Buzz Patterson,Bera,Patterson,00:19:54  3 Nov 2020
2020,House,11/3/20,CA-7,11,Total,20.96858,"",DR,Ami Bera,Buzz Patterson,Bera,Patterson,00:19:54  3 Nov 2020
2020,House,11/3/20,CA-7,1,Incumbency,5.893666,"Bera has been elected to 4 terms. Congress has only a 21.1% approval rating, reducing the incumbency advantage. The incumbency advantage is larger in states and districts with distinctive demographic patterns. CA-7 has somewhat distinctive demographics, so the incumbency advantage will be about average there.",DR,Ami Bera,Buzz Patterson,Bera,Patterson,00:19:54  3 Nov 2020
2020,House,11/3/20,CA-6,9,Top-two primary margin,24.30183,"Democrats won the aggregate vote by 56.0 percentage points in the June primary. However, turnout patterns can differ in the general election, so the model compares the primary result to others in California. On that basis, it treats the primary result as equivalent to a 60.1-point win for Democrats.",DR,Doris O. Matsui,Chris Bish,Matsui,Bish,00:19:54  3 Nov 2020
2020,House,11/3/20,CA-6,8,Scandals,0,Neither candidate is involved in a scandal.,DR,Doris O. Matsui,Chris Bish,Matsui,Bish,00:19:54  3 Nov 2020
2020,House,11/3/20,CA-6,7,Challenger experience,0,Bish has never held elected office.,DR,Doris O. Matsui,Chris Bish,Matsui,Bish,00:19:54  3 Nov 2020
2020,House,11/3/20,CA-6,6,Incumbent's voting record in Congress,-1.466063,"Matsui has voted with Democrats 94% of the time in roll-call votes in recent sessions of Congress. Candidates who vote with their party very frequently tend to underperform at the ballot booth, other factors held equal.",DR,Doris O. Matsui,Chris Bish,Matsui,Bish,00:19:54  3 Nov 2020
